universo,produto_bndes,valor_real,participacao_pct,valor_bilhoes
Contratações,BNDES FINEM,17890344667.762035,89.45390669177486,17.890344667762037
Contratações,BNDES FINAME,1220302437.0896919,6.101661112201595,1.2203024370896918
Contratações,BNDES AUTOMÁTICO,527901306.41449016,2.6395709575993944,0.5279013064144902
Contratações,BNDES MÁQUINAS E SERVIÇOS,360963437.2275093,1.8048612384241542,0.36096343722750934
Desembolsos,BNDES FINEM,8658262959.649841,81.7510896872069,8.658262959649841
Desembolsos,BNDES FINAME,1521481773.499064,14.36579063288266,1.521481773499064
Desembolsos,BNDES MÁQUINAS E SERVIÇOS,339877143.08671117,3.209110988728515,0.3398771430867112
Desembolsos,BNDES AUTOMÁTICO,71384302.1257698,0.6740086911819193,0.0713843021257698
